UID,versionId,beginLifeSpanVersion,CountryCode,observedPropertyDeterminandBiologyEQRCode,parameterWaterBodyCategory,parameterNCSWaterBodyType,parameterWFDIntercalibrationWaterBodyType,parameterNaturalAWBHMWB,parameterICStatusOfDeterminandBiologyEQR,parameterBoundaryValueClasses12,parameterBoundaryValueClasses23,parameterBoundaryValueClasses34,parameterBoundaryValueClasses45,procedureBiologicalAnalyticalMethodDescription,resultObservationStatus,remarks,waterbaseObservationStatus,waterbaseRemarks
93,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,CDZ_GRI_FAI,,HMWB,0,,0.67,0.4,0.23,AFNOR NF T90-350 (1992 & 2004),,The class boundaries are adapted for the HMWB (EP),A,
94,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,CDZ_GRI_MOY,,Natural,1,0.97,0.74,0.51,0.29,AFNOR NF T90-350 (1992 & 2004),,,A,
95,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,CDZ_RIV_FOR,,Natural,0,0.97,0.74,0.51,0.29,AFNOR NF T90-350 (1992 & 2004),,The class boundaries are adapted for the HMWB (EP),A,
96,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,CDZ_RIV_MOY,,Natural,0,0.97,0.74,0.51,0.29,AFNOR NF T90-350 (1992 & 2004),,The class boundaries are adapted for the HMWB (EP),A,
97,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,CDZ_RUI_FOR,,Natural,1,0.97,0.74,0.51,0.29,AFNOR NF T90-350 (1992 & 2004),,,A,
98,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,CDZ_RUI_MOY,,Natural,1,0.97,0.74,0.51,0.29,AFNOR NF T90-350 (1992 & 2004),,,A,
99,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,CDZ_TGR_FAI,,HMWB,0,,0.8,0.53,0.27,Agence de l'Eau Rhône-médit.-Corse,,The class boundaries are adapted for the HMWB (EP),A,
100,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,FAM_RIV_MOY,,Natural,0,0.97,0.74,0.51,0.29,AFNOR NF T90-350 (1992 & 2004),,The class boundaries are adapted for the HMWB (EP),A,
101,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,LIM_GRI_FAI,,HMWB,0,,0.67,0.4,0.23,Agence de l'Eau Rhône-médit.-Corse,,The class boundaries are adapted for the HMWB (EP),A,
102,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,LIM_GRI_FAI,,Natural,1,0.97,0.74,0.51,0.29,AFNOR NF T90-350 (1992 & 2004),,,A,
103,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,LIM_RIV_FAI,,HMWB,0,,0.57,0.4,0.23,AFNOR NF T90-350 (1992 & 2004),,The class boundaries are adapted for the HMWB (EP),A,
104,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,LIM_RIV_MOY,,HMWB,0,,0.57,0.4,0.23,AFNOR NF T90-350 (1992 & 2004),,The class boundaries are adapted for the HMWB (EP),A,
105,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-01-6,RW,GG - II,,Natural,1,0.8,0.6,0.4,0.2,,,,A,
106,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-01-6,RW,IB - H1,,Natural,1,0.8,0.6,0.4,0.2,,,,A,
107,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-01-6,RW,IB - II,,Natural,1,0.8,0.6,0.4,0.2,,,,A,
108,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-01-6,RW,KH - I-II B,,Natural,1,0.8,0.6,0.4,0.2,,,,A,
109,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-01-6,RW,KV - I-II A,,Natural,1,0.8,0.6,0.4,0.2,,,,A,
110,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-01-6,RW,KV - I-II B,,Natural,1,0.8,0.6,0.4,0.2,,,,A,
111,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-01-6,RW,MT - H1,,Natural,1,0.8,0.6,0.4,0.2,,,,A,
112,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-01-6,RW,SA - I-II A,,Natural,1,0.8,0.6,0.4,0.2,,,,A,
113,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-01-6,RW,UZA - I-II A,,Natural,1,0.8,0.6,0.4,0.2,,,,A,
114,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-01-6,RW,UZA - I-II B,,Natural,1,0.8,0.6,0.4,0.2,,,,A,
115,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-01-6,RW,VAV - H1,,Natural,1,0.8,0.6,0.4,0.2,,,,A,
116,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-01-6,RW,VAV - II,,Natural,1,0.8,0.6,0.4,0.2,,,,A,
117,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-04-9,RW,AF - me1,,Natural,1,0.85,0.57,0.45,0.32,,,,A,
118,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-04-9,RW,AF - me2,,Natural,1,0.81,0.56,0.38,0.25,,,,A,
119,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-04-9,RW,AF - mt,,Natural,1,0.9,0.63,0.51,0.35,,,,A,
120,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-04-9,RW,AF - om,,Natural,1,0.88,0.61,0.47,0.33,,,,A,
121,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-04-9,RW,AM - mt,,Natural,1,0.9,0.63,0.51,0.35,,,,A,
122,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-04-9,RW,AV - mt,,Natural,1,0.9,0.63,0.51,0.35,,,,A,
123,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,AT,EEA_124-04-9,RW,BR - me1,,Natural,1,0.85,0.57,0.45,0.32,,,,A,
124,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_11-04-1,LW,Cb,,Natural,1,0.57,0.31,0.16,0.08,Utermöhl (EN 15204:2006),,Intercalibration was finalised only for the parameter chlorophyll thus far,A,
125,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_123-01-3,LW,Ami_119,,HMWB,0,,0.6,0.4,0.2,In situ,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
126,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_123-01-3,LW,Awe_196,,AWB,0,,0.6,0.4,0.2,In situ,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
127,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_123-01-3,LW,Awe_200,,AWB,0,,0.6,0.4,0.2,In situ,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
128,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_123-01-3,LW,Bs_202,,AWB,0,,0.6,0.4,0.2,In situ,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
129,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_123-01-3,LW,Cb,,Natural,0,0.8,0.6,0.4,0.2,In situ,,L-CB3 has not yet been intercalibrated for macrophytes in CB-GIG,A,
130,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_00360,,AWB,0,,0.67,0.47,0.27,"""toothbrush"" samplings",,The class boundaries are adapted for theartificial WB (EP),A,
131,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_00630,,HMWB,0,,0.67,0.47,0.27,"""toothbrush"" samplings",,The class boundaries are adapted for the HMWB (EP),A,
132,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_00670,,Natural,0,0.94,0.75,0.5,0.31,"""toothbrush"" samplings",,We propose 16 (IBGN) as reference value and 12 for the G-M boundary after the study of historical data (samples collected during the years 1940'),A,
133,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_01259,,HMWB,0,,0.57,0.4,0.23,"""toothbrush"" samplings",,The class boundaries are adapted for the HMWB (EP),A,
134,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_01281,,Natural,0,0.94,0.75,0.5,0.29,"""toothbrush"" samplings",,We propose 16 (IBGN) as reference value and 12 for the G-M boundary after the study of historical data (samples collected during the years 1940'),A,
135,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_04533,,Natural,0,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,No reference value,A,
136,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_04630,,Natural,0,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,no reference value,A,
137,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_04690,,Natural,1,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,,A,
138,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_04770,,Natural,1,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,,A,
139,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_04780,,Natural,1,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,,A,
140,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_04800,,Natural,0,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,A,
141,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_05720,,Natural,0,0.94,0.75,0.5,0.29,"""toothbrush"" samplings",,We propose 16 (IBGN) as reference value and 12 for the G-M boundary after the study of historical data (samples collected during the years 1940'),A,
142,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_06280,,Natural,1,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,,A,
143,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_11211,,Natural,1,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,,A,
144,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_11216,,Natural,1,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,,A,
145,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_11221,,Natural,1,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,,A,
146,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_11224,,Natural,1,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,,A,
147,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_11306,,Natural,1,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,,A,
148,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_12024,,Natural,0,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,A,
149,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BERW_12031,,Natural,0,0.97,0.74,0.49,0.29,"""toothbrush"" samplings",,We are now able to propose 17;5 as reference value and 12 as G-M boundary for this IC type,A,
151,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,BgK_136,,HMWB,0,,0.6,0.4,0.2,Identification and counting of 500 valves,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
152,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,Pb,,Natural,0,0.8,0.6,0.4,0.2,Identification and counting of 500 valves,,This national type is not comparable to any IC type.,A,
154,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,Rg_104,,HMWB,0,,0.6,0.4,0.2,Identification and counting of 500 valves,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
155,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,Rg_106,,HMWB,0,,0.6,0.4,0.2,Identification and counting of 500 valves,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
156,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,Rg_149,,AWB,0,,0.6,0.4,0.2,Identification and counting of 500 valves,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
157,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,Rg_150,,AWB,0,,0.6,0.4,0.2,Identification and counting of 500 valves,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
158,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,Rg_151,,AWB,0,,0.6,0.4,0.2,Identification and counting of 500 valves,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
159,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,Rg_161,,AWB,0,,0.6,0.4,0.2,Identification and counting of 500 valves,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
160,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_124-01-6,RW,Rg_48,,HMWB,0,,0.6,0.4,0.2,Identification and counting of 500 valves,,"The type mentioned under ""WaterbodyTypeOther"" is not the actual type code but a combination of type and waterbody number because class boundaries for HMWB and AWB are waterbody-specific",A,
161,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_02361,,HMWB,1,,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as PEM value and 12 as the G-M boundary",A,
162,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_02420,,AWB,1,,0.73,0.49,0.3,artificial substrates (IBGA)and dredging,,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as PEM value and 12 as the G-M boundary",A,
163,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_03190,,HMWB,1,,0.73,0.49,0.3,artificial substrates (IBGA)and dredging,,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as PEM value and 12 as the G-M boundary",A,
164,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_03260,,HMWB,1,,0.73,0.49,0.3,artificial substrates (IBGA)and dredging,,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as PEM value and 12 as the G-M boundary",A,
165,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_03315,,HMWB,1,,0.73,0.49,0.3,artificial substrates (IBGA)and dredging,,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as PEM value and 12 as the G-M boundary",A,
166,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_03381,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",A,
167,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_03405,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",A,
168,http://discomap.eea.europa.eu/data/wisesoe/deriveddata/T_WISE4_BiologyEQRClassificationProcedure/0.html,2015-11-30,BE,EEA_13-01-4,RW,BERW_03410,,Natural,1,0.97,0.73,0.49,0.3,handnet sampling (IBGN),,"Following the results of the second phase of IC exercise , we propose now 16,4(IPS) as reference value and 12 as the G-M boundary",A,
